segundos decorridos,x,y,z
53663,"0,15","-0,07","0,9"
53663,"0,14","-0,02","0,94"
53663,"0,11","-0,04","0,93"
53663,"0,06","-0,04","0,92"
53663,"0,17","0,02","0,88"
53664,"0,20","-0,04","0,82"
53664,"0,17","-0,02","0,85"
53664,"0,16","-0,01","0,94"
53664,"0,12","-0,12","0,83"
53664,"0,08","-0,03","0,91"
53664,"0,05","0,04","0,98"
53664,"0,21","-0,07","0,92"
53664,"0,16","-0,06","0,93"
53664,"0,17",0,"0,9"
53664,"0,14","-0,07","0,89"
53664,"0,17","-0,1","0,91"
53664,"0,11","-0,06","0,9"
53664,"0,23","-0,07","0,89"
53664,"0,08","-0,01","0,84"
53664,"0,06","-0,02","0,98"
53664,"0,13","-0,09","0,89"
53664,"0,19","-0,06","0,94"
53664,"0,22","-0,02","0,93"
53664,"0,11","-0,09","0,96"
53664,"0,20","-0,09","0,88"
53664,"0,12","-0,07","0,82"
53664,"0,16","-0,07","0,85"
53664,"0,17","-0,05","0,79"
53664,"0,21","0,02","0,91"
53664,"0,13","-0,08","0,92"
53664,"0,07",0,"0,91"
53664,"0,11","-0,02","0,96"
53664,"0,12","-0,05","0,94"
53664,"0,09","-0,06","0,96"
53664,"0,08","-0,14","0,8"
53664,"0,14","-0,07","0,81"
53664,"0,13","0,07","0,95"
53665,"0,17","-0,09","0,82"
53665,"0,21","-0,07","0,95"
53665,"0,16","-0,18","0,86"
53665,"0,33","-0,08","0,87"
53665,"0,12",0,"0,99"
53665,"0,04",0,"0,97"
53665,"0,18","-0,09","0,89"
53665,"0,14","-0,08","1,02"
53665,"0,28","-0,04","0,94"
53665,"0,13","-0,04","1,01"
53665,"0,10",0,1
53665,"0,11","-0,03","0,93"
53665,"0,24","-0,09","0,9"
53665,"0,14","-0,02","0,9"
53665,"0,16","-0,05","0,84"
53665,"0,08","-0,11","0,91"
53665,"0,16","-0,01","0,85"
53665,"0,21","-0,08","0,74"
53665,"0,11","-0,05","0,86"
53665,"0,07","-0,01","0,8"
53665,"0,08","-0,09","0,99"
53665,"0,16","-0,07","0,99"
53665,"0,14","-0,08","0,88"
53665,"0,01","-0,05",1
53665,"0,18","-0,08","0,81"
53665,"0,19","-0,14","0,96"
53665,"0,12","-0,07","0,86"
53665,"0,20","-0,07","1,12"
53665,"0,14","-0,12","0,83"
53665,"0,02","0,03","1,05"
53665,"0,13","-0,02","0,96"
53665,"0,05","-0,16","1,02"
53666,"0,18","-0,12","1,09"
53666,"0,04","-0,14","1,02"
53666,"0,07","-0,11","1,11"
53666,"0,16","-0,06",1
53666,"0,03","-0,01","1,02"
53666,"0,02","-0,13","0,76"
53666,"0,03","-0,11","0,76"
53666,"0,19",0,"0,84"
53666,"-0,08","-0,05","0,86"
53666,"-0,07","-0,08","0,81"
53666,"0,07","-0,08","0,86"
53666,"0,01","-0,09","0,8"
53666,"0,02","-0,11","0,96"
53666,"0,04","-0,13","0,89"
53666,"-0,04","-0,07","1,02"
53666,"0,05","-0,11",1
53666,"0,10","-0,09","0,86"
53666,"-0,02",0,"0,85"
53666,"-0,01","-0,05","0,86"
53666,"0,06","-0,07","0,75"
53666,"0,02","-0,03","0,8"
53666,"-0,02","-0,07","0,86"
53666,"0,08","-0,09","0,94"
53666,"0,11","-0,02","0,91"
53666,"-0,07","-0,04","0,99"
53666,"-0,13","-0,05","1,04"
53666,"0,09","-0,06","1,02"
53666,"-0,01","-0,04","1,08"
53666,"0,09","-0,07","0,86"
53666,"-0,13","-0,07","0,91"
53666,"0,02","-0,03","0,86"
53666,"-0,02","-0,06","0,93"
53666,"0,07","-0,01","0,94"
53667,"0,00","-0,12","0,86"
53667,"0,02","-0,02","0,94"
53667,"0,02","-0,1","0,91"
53667,"-0,11","-0,09","1,01"
53667,"-0,01","-0,1",1
53667,"-0,11","-0,11","0,95"
53667,"0,07","-0,09","0,88"
53667,"0,08","-0,07","0,87"
53667,"0,01","-0,01","0,88"
53667,"-0,07","-0,07","0,91"
53667,"0,11","-0,03","0,87"
53667,"0,02","-0,08","0,93"
53667,"-0,04","-0,1","0,93"
53667,"0,01",0,1
53667,"0,01","-0,08","0,94"
53667,"-0,05","-0,06","0,99"
53667,"0,00","-0,02","0,96"
53667,"0,00","-0,05","0,82"
53667,"-0,02","-0,08","0,94"
53667,"0,06","-0,05","0,88"
53667,"-0,01","-0,11","0,81"
53667,"0,04","-0,09","0,95"
53667,"0,11","-0,07","0,93"
53667,"0,02","-0,08","0,99"
53667,"0,05","-0,03","1,05"
53667,"-0,04","-0,04","1,02"
53667,"-0,04","0,06","0,99"
53667,"0,11","-0,1","0,95"
53667,"0,01","-0,13","0,98"
53667,"-0,06","-0,06","0,96"
53667,"0,08","-0,04","0,89"
53668,"-0,07","-0,09","0,83"
53668,"0,04","-0,05","0,94"
53668,"0,02","-0,06","0,94"
53668,"-0,06","-0,06","0,9"
53668,"0,06","-0,08","0,97"
53668,"0,05","-0,04","0,89"
53668,"-0,03",0,"0,98"
53668,"0,08","-0,1","0,92"
53668,"-0,07","-0,08","0,9"
53668,"-0,15","-0,04",1
53668,"0,09","-0,02","0,89"
53668,"0,05","-0,05","0,91"
53668,"-0,14","0,02","0,77"
53668,"0,02","-0,08","0,85"
53668,"0,10","-0,07","0,87"
53668,"0,06","-0,06","0,99"
53668,"-0,05","-0,01",1
53668,"0,01","-0,04","0,91"
53668,"0,03","-0,08","1,02"
53668,"0,03","-0,02","0,88"
53668,"-0,03","-0,11","0,92"
53668,"0,05","-0,12","0,96"
53668,"-0,20","0,02",1
53668,"-0,04","0,01","0,96"
53668,"0,08","-0,05","0,89"
53668,"0,10","0,02","0,88"
53668,"0,02","-0,02","0,87"
53668,"0,17","-0,12","0,92"
53668,"-0,07","-0,04","0,93"
53668,"0,01","-0,04","0,99"
53668,"0,02","-0,07","1,01"
53668,"0,07","-0,09","0,93"
53669,"-0,05","0,01","0,96"
53669,"-0,03","-0,11","0,95"
53669,"-0,04","-0,05","0,93"
53669,"0,11","-0,06","0,93"
53669,"0,00","-0,12","0,83"
53669,"0,06","-0,15","0,9"
53669,"0,03","-0,12","0,85"
53669,"0,12","-0,1","0,87"
53669,"0,01","-0,14","0,89"
53669,"-0,09","-0,05","0,93"
53669,"0,09","-0,1","0,99"
53669,"0,09","-0,02","1,01"
53669,"-0,02","-0,11","0,89"
53669,"0,08","-0,01","0,93"
53669,"-0,02","-0,06","0,97"
53669,"-0,06","-0,07","0,93"
53669,"0,09","-0,13","0,94"
53669,"0,03","-0,09","0,94"
53669,"0,07","-0,06","0,91"
53669,"-0,06","-0,08","0,98"
53669,"0,04","-0,09","0,89"
53669,"0,06","-0,08","0,91"
53669,"-0,02","-0,14","0,85"
53669,"-0,02","-0,04","0,98"
53669,"0,06","-0,1","0,81"
53669,"0,02","-0,04","0,97"
53669,"0,00","-0,12","0,89"
53669,"-0,06","-0,05","0,95"
53669,"0,06","-0,07","0,91"
53669,"-0,09","-0,07","0,93"
53669,"-0,06","-0,04","0,95"
53669,"0,03","-0,07","0,91"
53669,"0,01","-0,14","0,99"
53670,"-0,04","-0,05","0,97"
53670,"-0,02","-0,05","0,99"
53670,"-0,10","-0,15","0,91"
53670,"-0,05","0,03","0,96"
53670,"0,04","-0,05","0,86"
53670,"0,07","-0,04","0,8"
53670,"0,04","-0,02","0,88"
53670,"-0,04","-0,04","0,81"
53670,"-0,05","-0,09","0,91"
53670,"-0,13","-0,08","0,92"
53670,"-0,16","-0,02","0,92"
53670,"-0,08","-0,01","0,96"
53670,"-0,02","-0,08","0,98"
53670,"-0,08","-0,04","0,94"
53670,"-0,07","-0,02","0,95"
53670,"-0,07","-0,05","0,99"
53670,"-0,07","-0,09","0,91"
53670,"-0,05","-0,08","0,93"
53670,"-0,04","-0,12","0,96"
53670,"-0,04","-0,11","0,91"
53670,"0,00","-0,1","0,89"
53670,"-0,12","-0,1","0,87"
53670,"-0,07","-0,05","0,88"
53670,"-0,04","-0,02","0,95"
53670,"-0,03","-0,13","0,88"
53670,"-0,08","-0,04","0,98"
53670,"-0,20","-0,07","0,98"
53670,"-0,13","-0,09","0,94"
53670,"-0,13","-0,07",1
53670,"-0,09","-0,07","0,96"
53670,"-0,18","-0,09","0,93"
53671,"-0,19","-0,09","0,93"
53671,"-0,18","-0,04","0,87"
53671,"-0,14","-0,07","0,87"
53671,"-0,16","-0,09","0,91"
53671,"0,05","-0,09","0,82"
53671,"-0,11","-0,05","0,92"
53671,"-0,09","-0,08","0,87"
53671,"-0,17","-0,08","0,94"
53671,"-0,15","-0,1","0,86"
53671,"-0,05","-0,07","1,01"
53671,"-0,16","-0,1","0,94"
53671,"-0,18","-0,08","0,94"
53671,"-0,13","-0,08","0,91"
53671,"0,00","-0,11","0,94"
53671,"-0,11","-0,09","0,91"
53671,"-0,12","-0,05","0,95"
53671,"-0,03","-0,13","0,92"
53671,"-0,10","-0,11","0,88"
53671,"-0,14","-0,09","0,96"
53671,"-0,08","-0,08","0,95"
53671,"-0,14","-0,05","0,9"
53671,"-0,04","-0,09","0,92"
53671,"-0,20","-0,08","0,92"
53671,"-0,14","-0,06","0,94"
53671,"-0,03","-0,03","0,92"
53671,"-0,16","-0,09","0,95"
53671,"-0,13","-0,02","0,96"
53671,"-0,09","-0,12","0,95"
53671,"-0,04","-0,12","0,89"
53671,"-0,11","-0,09","0,88"
53671,"-0,07","-0,11","0,94"
53672,"0,02","-0,06","0,88"
53672,"-0,12","-0,04","0,91"
53672,"-0,11","-0,11","0,91"
53672,"-0,03","-0,05","0,89"
53672,"-0,13",0,"0,85"
53672,"-0,19","-0,11","0,91"
53672,"-0,05","-0,18","0,84"
53672,"-0,07","-0,08","0,93"
53672,"-0,07","-0,11","0,85"
53672,"-0,09","-0,11","0,86"
53672,"-0,09","-0,04","0,93"
53672,"-0,13","-0,1","0,95"
53672,"-0,08","-0,13","0,89"
53672,"0,00","-0,05",1
53672,"-0,07","-0,04","1,12"
53672,"0,03","-0,08","0,96"
53672,"-0,08","-0,1","1,02"
53672,"-0,06","-0,11","0,89"
53672,"0,06","-0,09","0,92"
53672,"0,02","-0,08","0,79"
53672,"-0,11","-0,12","0,88"
53672,"0,00","-0,09","0,85"
53672,"-0,09","-0,02","0,91"
53672,"-0,16","-0,04","0,88"
53672,"-0,12","-0,03","0,95"
53672,"-0,03","-0,09","0,82"
53672,"-0,12","-0,01",1
53672,"-0,07","-0,06","0,97"
53672,"-0,06","-0,08","0,94"
53672,"-0,09","-0,11","0,91"
53672,"-0,07","-0,06","0,95"
53673,"-0,03","-0,02","0,91"
53673,"-0,13","-0,09","0,96"
53673,"-0,09","-0,06","0,91"
53673,"-0,16","-0,1",1
53673,"-0,10","-0,09",1
53673,"-0,16","-0,07","0,96"
53673,"-0,15","-0,08","0,98"
53673,"-0,06","-0,1","0,92"
53673,"-0,10","-0,04","0,91"
53673,"-0,10","-0,06","0,93"
53673,"0,02",0,"0,91"
53673,"-0,23","-0,05","0,97"
53673,"-0,13","-0,06","0,97"
53673,"-0,12","-0,07","0,93"
53673,"-0,14","-0,11","1,02"
53673,"-0,11","-0,07","0,92"
53673,"-0,13","-0,09","0,9"
53673,"-0,16","-0,08","0,96"
53673,"-0,12","-0,05","0,95"
53673,"-0,18","-0,07","0,9"
53673,"-0,14","-0,09","0,86"
53673,"-0,15","-0,1","0,88"
53673,"-0,09","-0,09","0,93"
53673,"-0,15","-0,12","0,9"
53673,"-0,16","-0,13","0,88"
53673,"-0,14","-0,12","0,83"
53673,"-0,17","-0,09","0,97"
53673,"-0,16","-0,07","0,98"
53673,"-0,19","-0,06","0,93"
53673,"-0,15","-0,04","0,96"
53673,"-0,13","-0,08","0,95"
53673,"-0,09","-0,1","0,93"
53674,"-0,18","-0,05","0,92"
53674,"-0,17","-0,1","0,93"
53674,"-0,20","-0,1","0,91"
53674,"-0,12","-0,09","0,93"
53674,"-0,12","-0,06","0,92"
53674,"-0,20","-0,12","0,89"
53674,"-0,17","-0,11","0,97"
53674,"-0,09","-0,11","0,93"
53674,"-0,19","-0,09","0,91"
53674,"-0,17","-0,12","0,93"
53674,"-0,11","-0,11","0,9"
53674,"-0,09","-0,07","0,88"
53674,"-0,18","-0,08","0,98"
53674,"-0,11","-0,06","0,93"
53674,"-0,18","-0,06","0,92"
53674,"-0,14","-0,11","0,91"
53674,"-0,12","-0,06","0,95"
53674,"-0,07","-0,09","0,93"
53674,"-0,20","-0,07","0,96"
53674,"-0,05","-0,11","0,91"
53674,"-0,14","-0,07","0,91"
53674,"-0,17","-0,09","0,93"
53674,"-0,18","-0,1","0,94"
53674,"-0,07","-0,07","0,93"
53674,"-0,07","-0,06","0,91"
53674,"-0,11","-0,07","0,9"
53674,"-0,03","-0,06","0,91"
53674,"-0,12","-0,06","0,97"
53675,"-0,09","-0,09","0,9"
53675,"0,00","-0,08","0,93"
53675,"0,00","-0,05","0,98"
53675,"0,01","-0,07","0,93"
53675,"-0,05","-0,04","0,96"
53675,"0,01","-0,1","0,88"
53675,"0,01","-0,05","0,89"
53675,"0,02","-0,09","0,88"
53675,"-0,04","-0,06","0,96"
53675,"0,02","-0,04","0,93"
53675,"0,04","-0,06","0,95"
53675,"0,04","-0,1","0,91"
53675,"-0,28",0,"1,18"
53675,"0,19","-0,25","1,27"
53675,"-0,09","-0,17","1,34"
53675,"-0,28","-0,09","1,37"
53675,"-0,19","-0,1","1,3"
53675,"-0,02","-0,11","1,28"
53675,"0,07","-0,1",1
53675,"-0,06","-0,02","0,86"
53675,"0,09","-0,07","0,74"
53675,"0,12","-0,11","0,63"
53675,"0,11","-0,07","0,62"
53675,"0,12","-0,02","0,54"
53675,"0,06","-0,04","0,54"
53675,"0,16","-0,11","0,52"
53675,"0,16","-0,1","0,59"
53675,"0,14",0,"0,66"
53675,"0,11","-0,02","0,74"
53675,"0,17",0,"0,71"
53675,"0,03","-0,06","0,72"
53675,"0,09","-0,08","0,77"
53676,"0,08","-0,05","0,79"
53676,"0,10","-0,07","0,79"
53676,"0,25","-0,08","0,76"
53676,"0,13","-0,02","0,77"
53676,"0,03","-0,03","0,93"
53676,"0,14","-0,07","0,91"
53676,"-0,02","-0,05","0,97"
53676,"-0,04","-0,08",1
53676,"0,04","-0,05",1
53676,"0,00",0,"1,01"
53676,"0,05","-0,04","0,89"
53676,"0,14","-0,02","1,02"
53676,"-0,14","-0,1","0,98"
53676,"-0,05","-0,09","1,14"
53676,"-0,01","-0,09","1,26"
53676,"-0,08","-0,07","1,17"
53676,"-0,03","-0,11","1,18"
53676,"-0,04","-0,14","1,2"
53676,"-0,02","-0,09","1,14"
53676,"-0,04","-0,09","0,97"
53676,"-0,01","-0,15","0,95"
53676,"0,11","-0,09","0,86"
53676,"0,06","-0,11","0,84"
53676,"0,07","-0,06","0,84"
53676,"0,05","-0,07","0,81"
53676,"0,07","-0,05","0,77"
53676,"0,13","-0,04","0,8"
53676,"0,06","-0,06","0,8"
53676,"0,15","-0,06","0,89"
53676,"0,15","-0,02","0,86"
53676,"0,14","-0,02","0,95"
53677,"0,21","-0,05","0,9"
53677,"0,13",0,"0,98"
53677,"0,25","-0,01","0,94"
53677,"0,21",0,"0,91"
53677,"0,30","-0,01","0,92"
53677,"0,23","0,02","0,96"
53677,"0,30","-0,05","0,91"
53677,"0,16","-0,06","0,97"
53677,"0,27","-0,09","0,93"
53677,"0,09","-0,09","0,93"
53677,"0,23","-0,1","0,96"
53677,"0,09","-0,09","0,89"
53677,"0,25","-0,09","0,87"
53677,"0,16","-0,04","0,88"
53677,"0,19","-0,02","0,86"
53677,"0,25","-0,01","0,89"
53677,"0,17","-0,04","0,88"
53677,"0,27","-0,06","0,85"
53677,"0,23","-0,02","0,88"
53677,"0,19","0,01","0,95"
53677,"0,25","-0,05","0,9"
53677,"0,21","-0,01","0,95"
53677,"0,18","0,02","0,93"
53677,"0,23","-0,04","0,95"
53677,"0,26","-0,04",1
53677,"0,24","-0,03","0,87"
53677,"0,14",0,"0,95"
53677,"0,25","-0,08","0,86"
53677,"0,25","-0,04","0,9"
53677,"0,29","-0,04","0,89"
53677,"0,24","-0,04","0,91"
53677,"0,21","-0,07","0,89"
53677,"0,16","-0,03","0,92"
53677,"0,17","0,01","0,93"
53678,"0,20","-0,04","0,89"
53678,"0,21","-0,04","0,95"
53678,"0,23","-0,06","0,93"
53678,"0,28","-0,07","0,88"
53678,"0,25","-0,05","0,89"
53678,"0,26","-0,02","0,81"
53678,"0,23","0,01","0,88"
53678,"0,26","-0,04","0,88"
53678,"0,21","-0,01","0,89"
53678,"0,20","0,01","0,9"
53678,"0,27","-0,05","0,81"
53678,"0,28","-0,05","0,96"
53678,"0,29","-0,05","0,94"
53678,"0,18","-0,03","0,96"
53678,"0,24","-0,05","0,93"
53678,"0,21","0,02","0,84"
53678,"0,25","0,02","0,9"
53678,"0,27","-0,07","0,9"
53678,"0,24","-0,02","0,9"
53678,"0,18","0,02","0,93"
53678,"0,22","-0,02","0,94"
53678,"0,23","-0,07","0,91"
53678,"0,23","-0,03","0,93"
53678,"0,14","0,02",1
53678,"0,23","-0,01","0,95"
53678,"0,27","0,02","0,91"
53678,"0,19",0,"0,9"
53678,"0,28","-0,03","0,89"
53678,"0,24","-0,07","0,86"
53678,"0,26","-0,07","0,95"
53678,"0,27","-0,02","0,9"
53678,"0,18",0,"0,94"
53679,"0,22","-0,08","0,87"
53679,"0,16","0,03","0,92"
53679,"0,24","-0,07","0,91"
53679,"0,22","-0,03","0,94"
53679,"0,25",0,"0,88"
53679,"0,23","0,01","0,91"
53679,"0,23","-0,02","0,92"
53679,"0,24","-0,04","0,92"
53679,"0,27","-0,05","0,97"
53679,"0,20","-0,03","0,95"
53679,"0,23","-0,04","0,96"
53679,"0,25","-0,07","0,86"
53679,"0,17","0,01","0,93"
53679,"0,25","-0,02","0,95"
53679,"0,23",0,"0,93"
53679,"0,21","-0,03","0,94"
53679,"0,29","-0,05","0,82"
53679,"0,32",0,"0,92"
53679,"0,20","-0,03","0,93"
53679,"0,21","-0,02","0,92"
53679,"0,16","-0,03","0,95"
53679,"0,26","-0,07","0,9"
53679,"0,29","-0,04","0,82"
53679,"0,24","-0,04","0,93"
53679,"0,21","-0,01","1,03"
53679,"0,10","-0,04","1,02"
53679,"0,14","0,02","1,04"
53679,"0,16","0,06","0,89"
53679,"0,20","-0,06","0,98"
53679,"0,18","0,02","0,94"
53679,"0,29","-0,01","0,85"
53679,"0,29","-0,05","0,82"
53680,"0,21","-0,1","0,78"
53680,"0,27","-0,02","0,83"
53680,"0,14","-0,02","0,91"
53680,"0,17","-0,1","0,96"
53680,"0,14","-0,02","1,02"
53680,"0,16","0,02","1,07"
53680,"0,35","-0,04","1,07"
53680,"0,23","0,02","1,02"
53680,"0,36","-0,07","0,84"
53680,"0,30","-0,04","0,8"
53680,"0,23","-0,02","0,72"
53680,"0,11","0,03","0,95"
53680,"0,10","0,07","0,96"
53680,"0,00","0,05","1,12"
53680,"0,04","-0,1","0,86"
53680,"0,16","-0,07","0,95"
53680,"0,17","-0,1","1,01"
53680,"-0,01","-0,03","1,06"
53680,"0,07","-0,01","0,97"
53680,"0,08","-0,01","0,98"
53680,"0,07","-0,05","1,09"
53680,"0,01","0,04","1,01"
53680,"-0,05","-0,01","1,02"
53680,"0,05","-0,1","0,99"
53680,"0,01","-0,07","0,93"
53680,"-0,15","-0,02","0,93"
53680,"0,07","-0,03","0,89"
53680,"0,18","-0,02","0,88"
53680,"-0,08","-0,02","0,89"
53680,"0,09","-0,08","0,9"
53680,"0,08","-0,09","0,85"
53680,"0,03","-0,02",1
53681,"0,07","-0,05","0,93"
53681,"0,04","-0,04","0,95"
53681,"0,01","-0,08","0,96"
53681,"0,00","-0,14","0,88"
53681,"0,03","-0,12","0,89"
53681,"0,08","-0,12","0,91"
53681,"0,04","-0,06","0,9"
53681,"0,00","-0,06","0,93"
53681,"0,02","-0,07","0,81"
53681,"-0,11","-0,05","0,93"
53681,"-0,09","-0,13","0,93"
53681,"0,00","-0,13","0,9"
53681,"-0,02","-0,03","1,06"
53681,"0,07","-0,05","0,96"
53681,"0,13","-0,07","0,92"
53681,"0,10","-0,05","0,89"
53681,"0,11","0,03","0,86"
53681,"0,01","-0,09","1,01"
53681,"0,03","-0,05","0,96"
53681,"0,08","-0,06","0,97"
53681,"0,02","-0,11","0,93"
53681,"0,23","-0,11","0,99"
53681,"0,13","-0,03","1,07"
53681,"0,19","-0,03","1,03"
53681,"0,26","-0,1","0,89"
53681,"0,11","-0,07","0,84"
53681,"0,10","-0,08","0,8"
53681,"0,13","-0,02","0,93"
53681,"0,19","0,04","0,95"
53681,"0,29","-0,02","0,95"
53681,"0,13","-0,08","0,93"
53681,"0,17","-0,04","0,9"
53681,"0,11",0,"0,94"
53682,"0,14","-0,09","0,91"
53682,"0,18","-0,05","0,91"
53682,"0,17","-0,05","0,96"
53682,"0,20","-0,12","0,93"
53682,"0,17","-0,01","0,9"
53682,"0,14","-0,05","0,89"
53682,"0,10","-0,02","1,02"
53682,"0,25","-0,08","0,94"
53682,"0,31","-0,08","0,88"
53682,"0,14","-0,07","0,9"
53682,"0,14",0,"0,89"
53682,"0,20","-0,04","0,87"
53682,"0,20","-0,07","0,95"
53682,"0,25","-0,06","0,92"
53682,"0,21","-0,11","0,89"
53682,"0,11","-0,13","0,9"
53682,"0,08","0,04","0,93"
53682,"0,19","-0,07","0,88"
53682,"0,23","-0,1","0,91"
53682,"0,20","-0,02","0,86"
53682,"0,16","-0,12","0,9"
53682,"0,09","-0,04","0,93"
53682,"0,32","-0,04","0,79"
53682,"0,09","-0,14","0,88"
53682,"0,18","-0,1","0,89"
53682,"0,22","-0,15","0,93"
53682,"0,11","-0,07","1,03"
53682,"0,17","-0,06","0,98"
53682,"0,10","-0,03","1,01"
53682,"0,18","-0,09","0,95"
53682,"0,15","-0,03","0,93"
53682,"0,28","-0,09","0,91"
53683,"0,20","-0,09","0,94"
53683,"0,14","-0,11","0,93"
53683,"0,16","-0,02","0,91"
53683,"0,16","-0,07","0,86"
53683,"0,19","-0,07","0,84"
53683,"0,21","-0,11","0,88"
53683,"0,19","-0,07","0,91"
53683,"0,13","-0,02","0,91"
53683,"0,27","0,02","0,92"
53683,"0,10","-0,02","0,94"
53683,"0,21","-0,02","0,95"
53683,"0,16","-0,12","1,02"
53683,"0,17","-0,1","0,94"
53683,"0,12","-0,05","0,94"
53683,"0,15","-0,07","0,86"
53683,"0,17","-0,07","0,9"
53683,"0,18","-0,11","0,98"
53683,"0,11","-0,08","0,99"
53683,"0,25","-0,03","0,95"
53683,"0,16","-0,1","0,95"
53683,"0,19","-0,06","0,93"
53683,"0,27","-0,1","0,9"
53683,"0,15","-0,07","0,94"
53683,"0,26","-0,09","0,86"
53683,"0,18","-0,01","0,88"
53683,"0,14","-0,02","0,95"
53683,"0,24","-0,09","0,93"
53683,"0,23","-0,02","0,86"
53683,"-0,02","-0,05","0,96"
53683,"0,19","-0,08","0,92"
53683,"0,20","-0,08","0,85"
53683,"0,20","-0,05","0,94"
53684,"0,20","-0,11","0,94"
53684,"0,21","-0,08","0,87"
53684,"0,18","-0,02","0,94"
53684,"0,10","-0,05","0,94"
53684,"0,03","-0,06","0,98"
53684,"0,11","-0,04","0,98"
53684,"0,24","-0,08","0,8"
53684,"0,17","-0,13","0,89"
53684,"0,06","-0,03","0,93"
53684,"0,09","-0,07","0,98"
53684,"0,20","-0,07","0,89"
53684,"0,11","-0,04","0,87"
53684,"0,20","-0,13","0,86"
53684,"0,14",0,"0,9"
53684,"0,19","-0,13","0,97"
53684,"0,11","-0,02","1,06"
53684,"0,08","0,01","0,88"
53684,"0,12","-0,07","0,92"
53684,"0,24","-0,05","0,9"
53684,"0,26","-0,18","0,86"
53684,"0,16","-0,03","0,93"
53684,"0,04","-0,05","0,93"
53684,"-0,06","-0,12","0,92"
53684,"-0,03","-0,07","0,87"
53684,"0,01","-0,1","0,85"
53684,"0,07","0,03",1
53684,"0,07","-0,07","0,96"
53684,"0,07","-0,04","0,93"
53684,"0,03","-0,15","0,92"
53684,"0,14","-0,09","0,93"
53684,"-0,07","-0,05","1,04"
53684,"0,00","-0,15","1,01"
53684,"0,01","-0,07","1,01"
53685,"0,04","-0,05","0,81"
53685,"0,06","-0,04","1,03"
53685,"0,13","-0,05","0,86"
53685,"0,18","-0,08","0,88"
53685,"0,02","-0,19","0,93"
53685,"-0,06","-0,04","0,95"
53685,"0,02","-0,08","0,99"
53685,"0,02","-0,09","0,98"
53685,"0,04","-0,03",1
53685,"0,02","-0,12","0,95"
53685,"0,02","-0,02","0,97"
53685,"0,00","-0,04","0,94"
53685,"0,06","-0,06","0,83"
53685,"0,05","-0,09","0,81"
53685,"-0,01","-0,12","0,85"
53685,"-0,10","-0,05","0,96"
53685,"0,01","-0,05","0,81"
53685,"0,05","-0,04","0,94"
53685,"-0,06","-0,07","0,98"
53685,"0,00","-0,08","0,88"
53685,"0,18","-0,05","0,96"
53685,"0,14","-0,09","0,89"
53685,"0,03","-0,07","1,01"
53685,"0,04","0,02","0,93"
53685,"-0,01","-0,11","0,87"
53685,"-0,01","-0,03","0,88"
53685,"0,05",0,"0,92"
53685,"0,07","-0,01","0,96"
53685,"0,05","-0,07","0,99"
53685,"0,12","-0,09","0,88"
53685,"0,09","0,01","0,96"
53685,"0,12","-0,15","0,93"
53686,"0,24","-0,06","1,01"
53686,"0,11","-0,07","0,87"
53686,"0,11","-0,11","0,91"
53686,"0,09","-0,02","0,87"
53686,"0,18","-0,07","0,91"
53686,"0,11","0,05","0,9"
53686,"0,11","-0,08","0,98"
53686,"0,19","-0,1","0,84"
53686,"0,11","-0,07","0,86"
53686,"0,11","-0,07","0,87"
53686,"0,22","-0,04","0,95"
53686,"0,16","-0,03","0,94"
53686,"0,03","-0,05","0,95"
53686,"0,09","-0,05","0,83"
53686,"0,15","-0,07","0,96"
53686,"0,23","-0,07","0,89"
53686,"0,10","-0,13","1,01"
53686,"0,21","-0,07","0,97"
53686,"0,03","-0,06","0,88"
53686,"0,18","-0,2",1
53686,"0,19","-0,01","1,04"
53686,"0,04","-0,05","0,88"
53686,"0,34","-0,06","0,8"
53686,"0,12","-0,12","0,77"
53686,"0,14","-0,07","0,75"
53686,"0,11","-0,16","0,71"
53686,"0,17","-0,12","0,77"
53686,"0,11","0,15","0,77"
53686,"0,20","-0,04","0,9"
53686,"0,08","-0,06","0,98"
53686,"0,08","-0,13","0,83"
53686,"0,05","0,02","1,01"
53687,"0,20","-0,05","0,91"
53687,"0,09","-0,14","0,91"
53687,"0,11","-0,07","1,01"
53687,"0,17","-0,13","0,91"
53687,"0,16","-0,14","0,96"
53687,"0,13","-0,02","0,99"
53687,"0,13","-0,06","1,01"
53687,"0,21","-0,07","1,03"
53687,"0,20","-0,07","0,98"
53687,"0,12","-0,07","0,86"
53687,"0,02","-0,04","0,96"
53687,"0,16",0,"0,83"
53687,"0,23","-0,09","0,9"
53687,"0,09","-0,06","0,86"
53687,"0,06","-0,05","0,86"
53687,"0,20","0,02","0,87"
53687,"0,09","-0,08","0,92"
53687,"0,17","-0,07","0,95"
53687,"0,19","-0,08","0,95"
53687,"0,22","-0,07","0,96"
53687,"0,09","-0,08","0,95"
53687,"0,13","-0,08","0,99"
53687,"0,13","-0,01","0,89"
53687,"0,04","-0,07","0,89"
53687,"0,05","-0,02","0,91"
53687,"0,28","-0,04","0,93"
53687,"0,05","-0,09","1,02"
53687,"0,14","-0,06","0,93"
53687,"0,17","-0,12",1
53687,"0,09","-0,05","1,02"
53687,"0,24","-0,05","0,94"
53687,"0,11","-0,07","0,99"
53688,"0,14","-0,01",1
53688,"0,11","-0,1","0,97"
53688,"0,14","-0,1","0,89"
53688,"0,25","-0,11","0,91"
